file,Cycle,cycle_label_3name,charge_V_end,take_off_V_end,hover_V_end,cruise_V_end,landing_V_end,standby_V_end,standby_t_end_h,landing_V_rel_global,missing_step_pattern
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,208,BAD,4.3,2.7837,3.1529,2.7996,2.5024,2.7844,0.0,-1.7976,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,209,BAD,4.3001,2.7883,3.0075,2.7995,2.4759,2.7838,0.0,-1.8242,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,210,BAD,4.3001,2.7973,2.9526,2.7997,2.4635,2.7835,0.0,-1.8366,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,211,BAD,4.3,2.7932,2.9274,2.7998,2.4539,2.7836,0.0,-1.8461,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,212,BAD,4.3001,2.7771,2.944,2.7999,2.4557,2.7842,0.0,-1.8444,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,213,BAD,4.3001,2.7805,2.9839,2.7995,2.4614,2.7842,0.0,-1.8387,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,214,BAD,4.3001,2.7968,2.9961,2.7995,2.4621,2.7848,0.0,-1.838,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,215,BAD,4.3002,2.7974,3.0035,2.7996,2.4654,2.7853,0.0,-1.8348,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,216,BAD,4.3001,2.788,3.0154,2.7994,2.4667,2.7853,0.0,-1.8334,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,217,BAD,4.3001,2.7767,3.0049,2.7992,2.4651,2.785,0.0,-1.835,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,218,BAD,4.3,2.7979,3.0231,2.7992,2.4669,2.7855,0.0,-1.8331,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,219,BAD,4.3002,2.7986,3.027,2.7996,2.4682,2.7859,0.0,-1.832,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,220,BAD,4.3,2.7798,3.0393,2.7994,2.473,2.785,0.0,-1.827,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,221,BAD,4.3004,2.777,3.0467,2.7999,2.4756,2.7862,0.0,-1.8248,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,222,BAD,4.3,2.7962,3.0587,2.7999,2.4735,2.7859,0.0,-1.8265,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,223,BAD,4.3,2.7774,3.0423,2.7991,2.4723,2.7844,0.0,-1.8277,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,224,BAD,4.3,2.7793,3.0384,2.8,2.4723,2.7856,0.0,-1.8277,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,225,BAD,4.3001,2.796,3.0377,2.7997,2.4714,2.7844,0.0,-1.8287,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,226,BAD,4.3002,2.7732,2.9841,2.7997,2.4607,2.785,0.0,-1.8395,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,227,BAD,4.3001,2.7977,2.99,2.7995,2.4623,2.7841,0.0,-1.8378,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,228,BAD,4.3,2.779,3.0326,2.7992,2.4717,2.7851,0.0,-1.8283,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,229,BAD,4.3,2.773,3.0351,2.7994,2.4704,2.7853,0.0,-1.8296,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,230,BAD,4.3,2.7831,3.0156,2.7992,2.4706,2.7847,0.0,-1.8294,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,231,BAD,4.3,2.7786,3.0214,2.7998,2.4702,2.7849,0.0,-1.8298,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,232,BAD,4.3,2.7928,3.024,2.7992,2.4688,2.7844,0.0,-1.8312,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,233,BAD,4.3001,2.7927,3.0107,2.7996,2.4659,2.7851,0.0,-1.8342,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,234,BAD,4.3,2.7874,3.0036,2.7995,2.4656,2.785,0.0,-1.8344,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,235,BAD,4.3001,2.7763,2.9977,2.7995,2.4653,2.784,0.0,-1.8348,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,236,BAD,4.3003,2.7865,3.0047,2.7997,2.4653,2.7851,0.0,-1.835,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,237,BAD,4.3003,2.7998,2.9938,2.7994,2.462,2.7837,0.0,-1.8383,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,238,BAD,4.3002,2.774,2.9862,2.7996,2.4634,2.7849,0.0,-1.8368,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,239,BAD,4.3,2.7938,2.9828,2.7999,2.4633,2.7847,0.0,-1.8367,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,240,BAD,4.3002,2.7915,2.9815,2.7993,2.4633,2.7843,0.0,-1.8369,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,241,BAD,4.3,2.7977,2.9926,2.799,2.4638,2.7837,0.0,-1.8362,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,242,BAD,4.3001,2.7869,2.9759,2.7991,2.4612,2.7832,0.0,-1.8389,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,243,BAD,4.3001,2.785,2.9802,2.7994,2.4617,2.7837,0.0,-1.8384,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,244,BAD,4.3,2.7819,2.9656,2.7996,2.4603,2.7844,0.0,-1.8397,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,245,BAD,4.3001,2.7984,2.9617,2.7993,2.4586,2.7836,0.0,-1.8415,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,246,BAD,4.3002,2.7732,2.9607,2.799,2.4586,2.7836,0.0,-1.8416,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,247,BAD,4.3002,2.7764,2.958,2.8,2.4598,2.7843,0.0,-1.8404,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,248,BAD,4.3002,2.7772,2.9701,2.7994,2.4496,2.7837,0.0,-1.8506,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,249,BAD,4.3,2.7783,2.9615,2.7999,2.4591,2.7848,0.0,-1.8409,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,250,BAD,4.3001,2.7756,2.9598,2.7999,2.4584,2.7847,0.0,-1.8417,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,251,BAD,4.3003,2.7748,2.9252,2.7993,2.4558,2.7839,0.0,-1.8445,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,252,BAD,4.3,2.7926,2.9173,2.7996,2.4526,2.7842,0.0,-1.8474,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,253,BAD,4.3002,2.7996,2.9181,2.7992,2.4492,2.7829,0.0,-1.851,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,254,BAD,4.3001,2.7816,2.9074,2.7994,2.4483,2.7833,0.0,-1.8518,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,255,BAD,4.3001,2.7742,2.9209,2.8,2.4513,2.7841,0.0,-1.8488,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,256,BAD,4.3002,2.7959,2.9163,2.7991,2.4513,2.7835,0.0,-1.8489,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,257,BAD,4.3002,2.7992,2.9167,2.799,2.4538,2.7833,0.0,-1.8464,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,258,BAD,4.3001,2.7843,2.9061,2.7997,2.4514,2.7836,0.0,-1.8487,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,259,BAD,4.3,2.7733,2.9098,2.7999,2.4495,2.7843,0.0,-1.8505,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,260,BAD,4.3001,2.7895,2.8961,2.7994,2.4481,2.7831,0.0,-1.852,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,261,BAD,4.3002,2.7999,2.8805,2.7992,2.4453,2.7831,0.0,-1.8549,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,262,BAD,4.3003,2.786,2.8905,2.799,2.4473,2.7831,0.0,-1.853,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,263,BAD,4.3003,2.7843,2.8805,2.7995,2.4455,2.7828,0.0,-1.8548,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,264,BAD,4.3,2.7827,2.8877,2.7993,2.4447,2.7831,0.0,-1.8553,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,265,BAD,4.3003,2.7833,2.8844,2.7992,2.4497,2.7833,0.0,-1.8506,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,266,BAD,4.3002,2.7847,2.8827,2.8,2.449,2.7833,0.0,-1.8512,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,267,BAD,4.3,2.7808,2.8786,2.7991,2.4477,2.783,0.0,-1.8523,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,268,BAD,4.3002,2.7857,2.8889,2.7991,2.448,2.7829,0.0,-1.8522,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,269,BAD,4.3,2.7757,2.8779,2.7994,2.4461,2.7832,0.0,-1.8539,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,270,BAD,4.3,2.7919,2.887,2.7992,2.4505,2.7825,0.0,-1.8495,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,271,BAD,4.3001,2.7811,2.8612,2.7988,2.4479,2.7824,0.0,-1.8522,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,272,BAD,4.3005,2.7907,2.8752,2.8,2.4508,2.7836,0.0,-1.8497,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,273,BAD,4.3,2.7757,2.8909,2.7995,2.4535,2.7834,0.0,-1.8465,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,274,BAD,4.3002,2.7941,2.8903,2.8,2.451,2.783,0.0,-1.8492,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,275,BAD,4.3002,2.7794,2.8734,2.7997,2.4489,2.783,0.0,-1.8513,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,276,BAD,4.3001,2.7758,2.8716,2.7998,2.4476,2.7827,0.0,-1.8525,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,277,BAD,4.3,2.7787,2.8739,2.7994,2.4502,2.783,0.0,-1.8498,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,278,BAD,4.3001,2.7815,2.875,2.7999,2.4502,2.7832,0.0,-1.8499,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,279,BAD,4.3,2.7796,2.8744,2.7997,2.4506,2.7834,0.0,-1.8494,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,280,BAD,4.3,2.7809,2.8685,2.7996,2.4478,2.7825,0.0,-1.8522,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,281,BAD,4.3001,2.7775,2.8703,2.7992,2.4468,2.7825,0.0,-1.8533,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,282,BAD,4.3,2.7754,2.8601,2.7997,2.4479,2.7824,0.0,-1.8521,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,283,BAD,4.3003,2.7735,2.861,2.7999,2.4491,2.7828,0.0,-1.8512,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,284,BAD,4.3,2.7924,2.8581,2.7995,2.447,2.7829,0.0,-1.853,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,285,BAD,4.3001,2.7793,2.8659,2.7997,2.4492,2.7826,0.0,-1.8509,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,286,BAD,4.3002,2.7737,2.8625,2.7995,2.4474,2.7826,0.0,-1.8528,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,287,BAD,4.3001,2.7948,2.8589,2.7992,2.4474,2.7822,0.0,-1.8527,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,288,BAD,4.3,2.7926,2.8523,2.7993,2.446,2.7824,0.0,-1.854,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,289,BAD,4.3001,2.7885,2.8391,2.8,2.4465,2.783,0.0,-1.8536,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,290,BAD,4.3002,2.7872,2.8432,2.7992,2.4425,2.7817,0.0,-1.8577,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,291,BAD,4.3005,2.7918,2.8476,2.7994,2.4447,2.7819,0.0,-1.8558,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,292,BAD,4.3002,2.7838,2.8399,2.7995,2.4448,2.7828,0.0,-1.8554,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,293,BAD,4.3,2.7816,2.8347,2.799,2.4447,2.782,0.0,-1.8553,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,294,BAD,4.3,2.7906,2.8422,2.7999,2.4457,2.7823,0.0,-1.8543,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,295,BAD,4.3001,2.7864,2.8397,2.799,2.444,2.7814,0.0,-1.8561,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,296,BAD,4.3001,2.7833,2.8313,2.7997,2.4441,2.7824,0.0,-1.856,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,297,BAD,4.3004,2.7755,2.8283,2.7991,2.4438,2.7816,0.0,-1.8566,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,298,BAD,4.3002,2.7791,2.8297,2.7992,2.4446,2.782,0.0,-1.8556,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,299,BAD,4.3004,2.7717,2.8186,2.7995,2.4425,2.7823,0.0,-1.8579,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,300,BAD,4.3002,2.7758,2.8268,2.8,2.4427,2.7819,0.0,-1.8575,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,301,BAD,4.3002,2.798,2.8271,2.7998,2.4406,2.7816,0.0,-1.8596,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,302,BAD,4.3001,2.7726,2.821,2.7992,2.444,2.7808,0.0,-1.8561,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,303,BAD,4.3002,2.7907,2.8405,2.7988,2.4446,2.7809,0.0,-1.8556,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,304,BAD,4.3001,2.7754,2.8267,2.7995,2.4434,2.7817,0.0,-1.8567,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,305,BAD,4.3002,2.7994,2.8274,2.7998,2.4448,2.782,0.0,-1.8554,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,306,BAD,4.3001,2.7841,2.8138,2.7993,2.4396,2.7813,0.0,-1.8605,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,307,BAD,4.3002,2.7824,2.7998,2.7989,2.44,2.7813,0.0,-1.8602,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,308,BAD,4.3002,2.7964,2.8214,2.7992,2.4422,2.7817,0.0,-1.858,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,309,BAD,4.3,2.7926,2.8106,2.7999,2.4412,2.7816,0.0,-1.8588,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,310,BAD,4.3003,2.795,2.8124,2.7998,2.4435,2.782,0.0,-1.8568,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,311,BAD,4.3001,2.7937,2.8109,2.7995,2.4378,2.7802,0.0,-1.8623,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,312,BAD,4.3,2.7869,2.7988,2.7989,2.439,2.7809,0.0,-1.861,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,313,BAD,4.3,2.7806,2.7989,2.7996,2.4398,2.7813,0.0,-1.8602,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,314,BAD,4.3003,2.7805,2.799,2.7995,2.4387,2.7814,0.0,-1.8616,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,315,BAD,4.3003,2.7799,2.799,2.7994,2.4377,2.7813,0.0,-1.8626,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,316,BAD,4.3,2.7778,2.7991,2.7994,2.4373,2.781,0.0,-1.8627,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,317,BAD,4.3002,2.7983,2.7985,2.7994,2.4393,2.7813,0.0,-1.8609,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,318,BAD,4.3001,2.7728,2.7998,2.7989,2.4375,2.7805,0.0,-1.8626,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,319,BAD,4.3,2.777,2.7985,2.7992,2.4403,2.7807,0.0,-1.8597,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,320,BAD,4.3003,2.7769,2.7997,2.7998,2.4382,2.7827,0.0,-1.8621,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,321,BAD,4.3002,2.799,2.7996,2.7994,2.439,2.7814,0.0,-1.8612,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,322,BAD,4.3,2.7872,2.799,2.7999,2.4395,2.7815,0.0,-1.8605,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,323,BAD,4.3001,2.775,2.7994,2.7992,2.4402,2.7809,0.0,-1.8599,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,324,BAD,4.3,2.7801,2.799,2.7994,2.4419,2.7808,0.0,-1.8581,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,325,BAD,4.3003,2.7894,2.8013,2.7988,2.4397,2.7804,0.0,-1.8606,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,326,BAD,4.3002,2.7805,2.7992,2.7988,2.4384,2.7802,0.0,-1.8618,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,327,BAD,4.3002,2.7797,2.7989,2.7999,2.4401,2.781,0.0,-1.8601,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,328,BAD,4.3001,2.772,2.7993,2.7992,2.4382,2.7803,0.0,-1.8619,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,329,BAD,4.3001,2.7725,2.7991,2.7997,2.4395,2.7811,0.0,-1.8606,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,330,BAD,4.3001,2.776,2.7989,2.7992,2.4384,2.7808,0.0,-1.8617,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,331,BAD,4.3,2.7957,2.7992,2.8,2.4409,2.7816,0.0,-1.8591,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,332,BAD,4.3001,2.7955,2.7998,2.7999,2.4399,2.7812,0.0,-1.8602,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,333,BAD,4.3002,2.7756,2.7998,2.7997,2.4399,2.7808,0.0,-1.8603,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,334,BAD,4.3003,2.7715,2.7988,2.7997,2.4393,2.7813,0.0,-1.861,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,335,BAD,4.3002,2.7952,2.798,2.799,2.4373,2.7802,0.0,-1.8629,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,336,BAD,4.3001,2.7998,2.7988,2.7995,2.4368,2.7806,0.0,-1.8633,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,337,BAD,4.3,2.7912,2.7979,2.7998,2.4394,2.7811,0.0,-1.8606,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,338,BAD,4.3002,2.7968,2.7999,2.7997,2.4366,2.7803,0.0,-1.8636,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,339,BAD,4.3,2.7978,2.7999,2.7992,2.4377,2.7803,0.0,-1.8623,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,340,BAD,4.3002,2.7924,2.7982,2.799,2.4361,2.7799,0.0,-1.8641,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,341,BAD,4.3002,2.7916,2.7996,2.7999,2.4382,2.7808,0.0,-1.862,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,342,BAD,4.3002,2.7897,2.7991,2.7996,2.4355,2.7803,0.0,-1.8647,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,343,BAD,4.3002,2.7868,2.7991,2.7994,2.4372,2.7805,0.0,-1.863,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,344,BAD,4.3001,2.7869,2.7992,2.8,2.4367,2.781,0.0,-1.8634,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,345,BAD,4.3001,2.7806,2.8,2.7998,2.4358,2.7808,0.0,-1.8643,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,346,BAD,4.3001,2.7799,2.7983,2.7995,2.4352,2.7799,0.0,-1.8649,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,347,BAD,4.3002,2.7748,2.7988,2.7991,2.4368,2.7803,0.0,-1.8634,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,348,BAD,4.3003,2.7841,2.7995,2.7999,2.4358,2.7813,0.0,-1.8645,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,349,BAD,4.3,2.7802,2.7981,2.7989,2.4367,2.7801,0.0,-1.8633,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,350,BAD,4.3,2.7761,2.8,2.7997,2.4377,2.7813,0.0,-1.8623,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,351,BAD,4.3,2.7838,2.7978,2.7989,2.4364,2.7802,0.0,-1.8636,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,352,BAD,4.3003,2.7856,2.7993,2.7998,2.437,2.7808,0.0,-1.8633,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,353,BAD,4.3,2.782,2.7995,2.7996,2.437,2.7805,0.0,-1.863,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,354,BAD,4.3002,2.7805,2.7986,2.7996,2.4374,2.7805,0.0,-1.8628,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,355,BAD,4.3001,2.7803,2.7997,2.799,2.4378,2.7798,0.0,-1.8623,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,356,BAD,4.3001,2.7941,2.7984,2.7998,2.4379,2.7805,0.0,-1.8622,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,357,BAD,4.3004,2.7839,2.7981,2.7988,2.4385,2.7795,0.0,-1.8619,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,358,BAD,4.3001,2.7822,2.7994,2.7999,2.4373,2.7812,0.0,-1.8628,0
2025-06-25 GraSi NMC811 LP57 2_5_6_2025-06-26 12-34-47.xlsx,359,BAD,4.3003,2.789,2.7997,2.7988,2.4362,2.7792,0.0,-1.8641,0
